id,name,host_id,host_name,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm;
4313402,Far Horizons ( 12 sleeps),22391943,Tracey,Ward 54,-33.95876,18.38243,Entire home/apt,15000,3,15,2024-01-02,0.13,12,343,2;
4321498,Warblers Nest- Upper Constantia cottage,16704672,Rose Ford,Ward 62,-34.01091,18.44222,Entire home/apt,850,5,11,2024-04-25,0.10,2,169,2;
"4450430,""Stylish, modern 3 bedroom apartment"",23097281,Mark,Ward 54,-33.918,18.395,Entire home/apt,4900,3,21,2017-05-02,0.18,2,0,0";
4454134,Fantastic summer pool entertainment,23112870,Janette,Ward 71,-34.06535,18.438,Entire home/apt,14,15,2024-01-03,0.13,1,0,1;
4328136,Simple one Bedroom with Pool,22442489,Hp,Ward 15,-34.06234,18.82347,Entire home/apt,1100,180,1,2017-01-05,0.01,1,365,0;
4454552,Bay View - Garden apartment in quiet area,23114688,Michael,Ward 77,-33.93273,18.40184,Entire home/apt,1100,1,84,2024-01-18,0.72,2,266,8;
4328481,Chic Urban Oasis: Close to V&A Waterfront & CTICC,22474692,Louw,Ward 115,-33.91893,18.42434,Entire home/apt,6,37,2019-03-11,0.33,1,0,0;
4328484,SeaView Suite with 2 bathrooms - NOloadshedding,22365330,Stefano,Ward 61,-34.20667,18.45641,Private room,1100,2,27,2023-11-17,0.26,5,281,2;
4458181,Mountain and Sea view apartment 1,23134034,Candy Ann,Ward 61,-34.14151,18.32824,Entire home/apt,1716,3,329,2024-06-17,2.84,2,191,48;
4329742,Penguinden-Room with separate private bathroom,22365330,Stefano,Ward 61,-34.20686,18.45535,Private room,870,2,19,2024-05-02,0.16,5,279,1;
4458992,City loft in Cape Town,23137924,Olivier,Ward 115,-33.912826,18.41798,Entire home/apt,1000,3,21,2024-04-15,0.18,1,284,10;
4340008,Ocean Views Apartment,22280414,Brigette,Ward 54,-33.91775,18.39312,Entire home/apt,1450,3,18,2024-03-01,0.16,1,363,2;
4340144,Breathtaking sea and city views in Cape Town CBD,16533740,Andre,Ward 115,-33.92876,18.42176,Entire home/apt,1500,3,96,2024-05-20,1.00,1,345,8;
4461547,Mountainside Villa with Superb Sea Views over Camps Bay.,23149148,Wendy,Ward 54,-33.95601,18.38936,Entire home/apt,4743,2,189,2024-06-09,1.67,1,188,24;
"4340318,2.5 Bedrooms in the City Centre ...,15963137,""Andy, Ann & Kate"",Ward 115,-33.92431640625,18.422298431396484,Entire home/apt,908,3,84,2023-11-17,0.72,1,125,5";
4461818,5 mins walk to CB Beach fast WiFi & Pool.,10453456,Sue,Ward 54,-33.95018,18.38054,Entire home/apt,800,3,85,2024-06-11,0.73,1,63,5;
4341842,Self-catering gem,22540871,Di,Ward 58,-33.98174,18.47411,Entire home/apt,500,2,323,2024-06-06,2.80,1,27,34;
4462303,Amalfi Large tranquil home above Fishhoek beach.,16830231,Judi,Ward 64,-34.14439,18.43433,Entire home/apt,2467,3,4,2024-06-18,0.04,1,199,3;
"4352782,""Kommetjie Villa, beachfront Estate, 24 hr power"",22573193,Ian,Ward 61,-34.13218,18.34221,Entire home/apt,3536,3,178,2024-06-20,1.53,1,307,10";
4462435,Best Location in Trendy Greenpoint!,23153162,William & Nicole,Ward 115,-33.91192,18.41244,Entire home/apt,621,4,171,2024-06-08,1.52,2,124,26;
4353509,Airlie Cottage near Groot Constantia,22600037,Jennifer,Ward 71,-34.03782,18.4337,Entire home/apt,1779,3,44,2024-06-22,0.38,2,226,8;
4467695,2 bed Table Mountain views no loadshedding,5808514,Brad,Ward 115,-33.92179,18.42015,Entire home/apt,1273,2,135,2024-06-13,1.19,2,200,30;
4486462,Rose cottage w/ inverter + hot tub,127212962,Lisa,Ward 59,-33.99800511264995,18.46749084371527,Entire home/apt,2175,2,11,2024-06-24,1.23,1,92,11;
4486991,Camps Bay Panoramic Views,23279937,Yanic,Ward 54,-33.96261,18.37848,Entire home/apt,15000,2,53,2023-12-28,0.46,1,359,1;
4357756,Historic Cottage in De Waterkant,22620001,Agostine,Ward 77,-33.91766,18.41651,Entire home/apt,1300,2,1,2018-12-03,0.01,1,272,0;
4373189,Room with en-suite in beautiful historic Bo Kaap,12507655,Andrew,Ward 77,-33.92345,18.41295,Private room,550,5,72,2023-01-09,0.62,3,181,0;
4487525,Boulders Beach Home,23281919,Gilad,Ward 61,-34.19824,18.4505,Entire home/apt,5500,8,6,2022-02-07,0.08,1,364,0;
"4499002,""Modern apartment in Green Point, CT"",23334761,Nicolas,Ward 115,-33.90676,18.4014,Entire home/apt,1031,6,79,2024-04-21,0.67,1,306,3";
"4375814,""102 Miller Street, Gordons Bay"",22718478,Dorette,Ward 100,-34.1618157098577,18.86660004251399,Entire home/apt,1600,3,4,2020-12-28,0.04,1,229,0";
4499344,Secure Stunning Waterfront Apartment,23336183,Kim,Ward 115,-33.90983,18.41657,Entire home/apt,2,51,2023-02-21,0.44,3,0,0;
4379834,Central Designer Apartment near Table Mountain,22741997,Laurian,Ward 77,-33.94134,18.42571,Entire home/apt,1000,3,121,2020-12-28,1.04,2,240,0;
4507430,Garden-Cottage & Luxury House Share,1581872,Raus,Ward 54,-33.96013,18.38127,Private room,500,5,107,2024-05-09,0.92,4,106,16;
"4514296,""Kite Surfers Paradise, Beachfront apartment"",23406775,Glenda,Ward 23,-33.79559,18.45818,Entire home/apt,2021,2,28,2023-03-04,0.24,1,209,0";
4384688,3 Bedroom Victorian Cottage,22763965,Paul,Ward 77,-33.93263,18.40685,Entire home/apt,3500,10,6,2024-01-03,0.07,2,24,1;
4517273,Lady Keppel,5509428,Cape Eazi Stayz,Ward 115,-33.92345,18.42136,Entire home/apt,823,1,2,2018-02-27,0.02,22,364,0;
4517523,Sunbird House,23421526,Kirsti,Ward 69,-34.10012,18.38737,Entire home/apt,4000,5,4,2024-01-05,0.07,2,46,1;
4385562,Serene & Luxurious Designer Duplex Apartment,22768275,Garrett,Ward 115,-33.92491,18.42089,Entire home/apt,2500,3,169,2024-04-30,1.45,1,77,15;
4522165,A home away from home with pool/solar power,23444927,Bianca,Ward 74,-34.03065,18.35061,Entire home/apt,5000,7,26,2024-01-05,0.23,1,82,2;
4523176,Cape Town 180 degrees of splendour,19096995,Pierre,Ward 77,-33.93407,18.40579,Entire home/apt,800,2,122,2024-06-23,1.07,8,135,19;
4385732,Wellness Sanctuary Near Tidal Pools,9437403,Lyndall,Ward 54,-33.92513,18.37976,Entire home/apt,1800,2,74,2024-05-29,0.64,1,22,36;
4523741,1 Pool Side bedroom,12384178,Michelle,Ward 23,-33.8095,18.47666,Private room,2,11,2023-01-05,0.11,3,0,0;
4390786,A'Capensis  spacious garden flat.,22794428,Steven & Denise,Ward 77,-33.94557,18.41041,Entire home/apt,2250,2,55,2024-03-28,0.47,1,322,11;
4526096,Luxury House-Share: Full sea views,1581872,Raus,Ward 54,-33.95864,18.38011,Private room,584,5,102,2024-05-12,0.87,4,87,16;
4390911,Modern Independent Studio in Bloubergrant,7196728,Lollo & Oscar,Ward 23,-33.81547164916992,18.476390838623047,Entire home/apt,642,2,29,2024-02-07,0.26,2,268,2;
4534442,Secure Family Home,23511660,Duncan & Isobel,Ward 58,-33.98085,18.48667,Entire home/apt,2,4,2020-01-01,0.03,1,0,0;
4392624,Magnificent family villa in Fresnaye,22803033,Terri,Ward 54,-33.92345,18.39105,Entire home/apt,15000,5,1,2019-01-01,0.01,1,341,0;
4543033,Sea Point/Fresnaye Charming garden pool studio,23557142,Bernice,Ward 54,-33.92542,18.38634,Entire home/apt,895,3,52,2024-04-07,0.50,3,288,14;
4393363,Lovely & quiet studio apartment with great views,15076958,Michael,Ward 115,-33.93122,18.40894,Entire home/apt,644,6,100,2024-03-15,0.87,1,152,5;
"4543142,""Beach Front Sea Point Apartment, Cape Town ZA"",23549598,Beverley,Ward 54,-33.911591239496175,18.389316797256473,Entire home/apt,1273,3,42,2024-06-14,0.37,1,226,15";
4394173,Lazy Days Apartments: Downstairs,22709270,Alec,Ward 4,-33.85561,18.49433,Entire home/apt,900,2,13,2023-10-20,0.12,2,343,1;
4544420,Family holiday rental,23563458,Rein,Ward 23,-33.71908,18.44643,Entire home/apt,1899,7,3,2020-02-10,0.03,2,83,0;
"4545081,Apartment with Mountain Views - ""no loadshedding"",23566072,George,Ward 115,-33.92418,18.42122,Entire home/apt,1550,1,143,2023-07-23,1.72,1,179,1";
"4396847,""Secure, Sunny, Sea Views & Central"",2009092,Lexi,Ward 115,-33.8994,18.40791,Entire home/apt,1804,2,121,2024-06-20,1.03,1,55,21";
4551049,Stay in the Meadow,23560532,Philippa,Ward 73,-34.03547,18.45273,Entire home/apt,3200,4,26,2024-01-11,0.39,1,355,2;
4551209,Family home in the heart of noordhoek,23597160,Janenne,Ward 69,-34.10159,18.37703,Entire home/apt,5750,10,28,2024-01-06,0.27,1,350,2;
4397056,Beautiful Family Home in Hout Bay,22827368,Thomas,Ward 74,-34.02382,18.36838,Entire home/apt,4250,5,32,2023-02-22,0.28,1,326,0;
4553566,Small and Secure,21627480,Melissa,Ward 58,-33.97753,18.47435,Private room,450,2,22,2024-05-03,0.34,1,179,7;
4741352,Sunset Beach Stylish Kitesurf House,16611004,Jenny,Ward 4,-33.86273,18.49058,Entire home/apt,7,3,2016-02-29,0.03,1,0,0;
4553598,Happy Place,23607585,Lo-Lo,Ward 54,-33.92386,18.3812,Entire home/apt,500,2,69,2024-05-01,0.67,1,315,15;
4743904,Harry Potter's (with solar power backup),12306351,Nawahl,Ward 55,-33.91215,18.47912,Private room,350,1,39,2024-02-11,0.34,5,364,6;
4560138,Great base to visit the Cape Peninsula,23641652,Roger And Kay,Ward 73,-34.03122,18.45482,Entire home/apt,3,46,2020-03-09,0.40,1,0,0;
4744322,Cherry Lane Retreat Private cottage,19399804,Avril,Ward 62,-34.03865,18.44025,Entire home/apt,2250,3,33,2023-10-29,0.30,1,139,1;
4560714,Family home with awesome views,2561591,Flore,Ward 77,-33.93552,18.42653,Entire home/apt,1971,4,21,2022-03-02,0.18,1,178,0;
4761092,Upmarket flat - Secure and convenient,24566728,Anne,Ward 59,-33.98407,18.46531,Entire home/apt,850,1,193,2024-05-20,1.67,1,285,21;
4560861,Beautiful Room with En-Suite - own entrance,23644365,Cornelis,Ward 54,-33.91864,18.39166,Private room,1250,2,2,2024-03-03,0.34,1,257,2;
4762247,Rondebosch fully furnished + close to UCT(Oak),24572010,Wendy,Ward 59,-33.95949,18.46742,Private room,550,2,83,2024-06-21,0.72,3,360,9;
4560984,One-bedroom in De Waterkant Village,23645166,Anders,Ward 115,-33.91798,18.41809,Entire home/apt,850,2,6,2024-04-10,0.05,2,179,5;
4763263,Fabulous Contemporary Upper Seapoint Pad,24576779,Sue,Ward 54,-33.91284,18.39477,Entire home/apt,7,11,2020-01-01,0.10,1,0,0;
4763947,Twilight Villa,11381396,Leon,Ward 74,-34.02478,18.34364,Entire home/apt,11500,5,10,2024-01-09,0.09,1,176,2;
4561312,Camps Bay The View Villa Gdn apt & Pvt Pool,23646207,Sue Christy,Ward 54,-33.96233126042341,18.38456802070141,Entire home/apt,4476,4,165,2024-05-22,1.44,4,265,22;
4569367,Spacious Garden Apartment with View of Table Mountain,23686786,Freda,Ward 77,-33.94177,18.41205,Entire home/apt,2800,2,120,2024-05-07,1.06,3,244,26;
4764545,Groot Constantia Villa,24582280,Dionisio,Ward 62,-34.02941,18.42913,Entire home/apt,7,3,2021-01-02,0.03,1,0,0;
4569933,Chic Courtyard Retreat: 1BR Airbnb Gem,20602565,Lance,Ward 115,-33.91082,18.40627,Entire home/apt,1021,2,274,2024-05-23,2.39,60,313,25;
4770285,Haus Anhauser,24608109,Michael,Ward 48,-33.9829,18.51366,Entire home/apt,1000,7,19,2023-02-20,0.17,1,164,0;
4576887,Mariner Luxury Studio - sea views & beaches,23726262,Liesel,Ward 61,-34.19535,18.43926,Private room,950,2,20,2024-03-04,0.22,3,365,2;
4770844,7th Heaven Lodge 30/60 qm Units/42qm Cottage,24610405,Liane & Arno,Ward 84,-34.12089,18.91766,Private room,2,0,1,0,0;
"4578856,vintage ""the vision"".    wish you were here,23735484,Philip,Ward 77,-33.92905,18.40327,Entire home/apt,3500,3,59,2024-03-04,0.51,1,179,8";
4781024,Top Floor Haven with Deck Overlooking Camps Bay,24652752,Michou,Ward 54,-33.94857,18.38473,Entire home/apt,4500,3,57,2024-01-30,0.49,2,89,2;
4587463,Family Home at the Beach,23321327,Chantal,Ward 4,-33.85388,18.49311,Entire home/apt,4500,10,5,2020-01-06,0.04,1,358,0;
4796733,Protea Villa (Fresnaye 3 bedroom),24681926,Lizelle,Ward 54,-33.92272,18.38884,Entire home/apt,4559,7,0,1,124,0;
"4591712,""Camps Bay Accommodation,Camps Bay,Free Wifi"",23802026,Cindy & Alex,Ward 54,-33.9539,18.38705,Entire home/apt,1000,3,161,2024-04-30,1.39,2,252,14";
4591898,Light and spacious house near the beach.,23802951,Kelly,Ward 55,-33.88628,18.49034,Entire home/apt,2500,7,42,2024-04-06,0.36,1,287,7;
4798386,V&A Waterfront Penthouse on the Marina,24724666,Ryan,Ward 115,-33.90935,18.41691,Entire home/apt,11500,2,73,2024-02-18,0.63,1,178,11;
4594058,City loft in peaceful Tamboerskloof,23813774,Peter,Ward 77,-33.92633,18.40656,Entire home/apt,1150,5,102,2024-02-01,0.88,1,171,3;
4799731,Your Own Lovely Cottage Apartment near the Glen in Camps Bay,24730195,Amale,Ward 54,-33.94755,18.381,Entire home/apt,2288,3,71,2018-06-28,0.62,1,0,0;
4602793,Gi Gi's Cottage,22600037,Jennifer,Ward 62,-34.03836,18.43489,Entire home/apt,649,3,6,2024-06-02,0.06,2,282,1;
"4608082,""Sanctuary"" Sea-side cottage,16558135,Damian,Ward 64,-34.13147,18.44583,Entire home/apt,3000,5,14,2020-01-03,0.13,1,0,0";
4806668,Entertainer & family's dream!,23769471,Naudé,Ward 23,-33.79517,18.46638,Entire home/apt,5999,10,25,2024-04-15,0.24,1,343,2;
4812650,Vesper Apartments Studio 1 with Sea View,24505288,Lee-Anne,Ward 115,-33.91124,18.40478,Entire home/apt,900,1,5,2022-01-05,0.06,5,246,0;
4608814,Fish Hoek Home-Stay @ Sixteen on Fourth,23880425,Bev,Ward 64,-34.13765,18.42808,Private room,500,1,62,2024-04-06,0.62,1,362,12;
4609026,Rondebosch Family home,23882286,Priya,Ward 58,-33.96785,18.48279,Entire home/apt,14,0,1,0,0;
4609862,Stunning family home with mountain views-Rare Find,23439358,Simon,Ward 74,-34.04302,18.36938,Entire home/apt,6682,10,0,1,249,0;
4813668,CAMPS BAY  APARTMENT,24791318,Symon,Ward 54,-33.93715,18.38301,Entire home/apt,3900,3,0,4,228,0;
4617890,Modern Villa with Pool in Hout Bay (+ Inverters),23922363,Eve,Ward 74,-34.03528,18.34463,Entire home/apt,6000,10,9,2024-01-12,0.09,1,8,3;
4619681,Comfortable room in secure complex,23929534,Rosemary,Ward 73,-34.02807,18.47887,Private room,2,36,2024-04-28,0.33,1,0,5;
"4818904,""Seaside and mountain charm, 6 sleeper house in Kom"",24816876,Juliet,Ward 61,-34.14405,18.32559,Entire home/apt,3,2,2024-01-06,0.33,1,0,2";
4620742,2 bedroom apartment with spectacular ocean views!,7122851,Margot,Ward 54,-33.91287,18.39515,Entire home/apt,62,46,2023-03-31,0.40,14,48,0;
4820554,The Pink Apartment | Prime location,17149731,Victoria,Ward 77,-33.9328,18.40644,Entire home/apt,1288,2,107,2024-06-26,0.92,1,337,20;
4822336,Summerhouse,24832083,Leasa,Ward 77,-33.928138732910156,18.407161712646484,Entire home/apt,3450,5,54,2024-04-04,0.52,1,313,9;
"4822951,""A sunny and modern, homely and quiet apartment"",24835000,Chris,Ward 77,-33.93574,18.43416,Entire home/apt,571,21,52,2024-05-18,0.45,1,33,1";
4629835,Modern apartment - great location,23976079,Amelia-May,Ward 115,-33.90914,18.40308,Entire home/apt,559,1,296,2024-06-11,2.56,1,351,44;
4825554,Peaceful cottage close to the sea,24848052,Mary,Ward 61,-34.13882,18.3249,Entire home/apt,1700,5,8,2017-03-20,0.07,3,59,0;
"4633563,""5 Glengariff, Green Point"",23995044,Christelle,Ward 115,-33.90909,18.39804,Entire home/apt,4,6,2024-01-14,0.05,1,0,1";
4827735,apartment with bay views and pool,5805928,Hans,Ward 77,-33.938702,18.403521,Entire home/apt,1429,3,46,2024-05-23,0.40,6,132,10;
4830932,Holiday Accommodation in Camps Bay,17091713,Rudolf,Ward 54,-33.96315,18.38557,Private room,620,2,149,2024-06-17,1.29,1,271,8;
4831240,Abington Manor Guesthouse - Private room,24870454,Gisela,Ward 64,-34.13352,18.43291,Hotel room,1090,1,50,2024-06-01,0.44,4,252,11;
4635516,Central Eco-Home with Garage+Views,12102803,Jan,Ward 115,-33.91854,18.41789,Entire home/apt,1000,3,4,2016-01-03,0.03,2,276,0;
4837013,Entertainers Delight,24896101,Deborah,Ward 58,-33.97424,18.48381,Entire home/apt,1950,7,16,2024-01-15,0.14,1,30,1;
4639617,Quiet leafy suburb of Rondebosch,19606027,Mark And Salma,Ward 58,-33.96812,18.47897,Private room,700,2,9,2023-04-18,0.08,1,364,0;
4843710,Beautiful Expansive Beach Villa near Chapman's Peak Drive,24925693,Deborah,Ward 74,-34.04586,18.34683,Entire home/apt,4176,5,33,2023-02-28,0.32,1,179,0;
4851293,Tuscan Villa Close to Blouberg,24959883,Etienne,Ward 113,-33.81698,18.51197,Entire home/apt,2229,3,176,2024-05-06,1.67,1,256,19;
"4644833,""House to Rent: City Bowl, Cape Town"",23454186,Jj,Ward 77,-33.93402,18.42717,Entire home/apt,365,0,1,0,0";
4851554,Villa Normandie,24960447,Nicci,Ward 54,-33.92162,18.38631,Entire home/apt,14370,5,2,2023-01-11,0.07,5,349,0;
4858427,Unique garden retreat overlooking city delights,24817710,Colleen,Ward 77,-33.94417,18.42348,Entire home/apt,780,2,254,2024-06-13,2.20,3,213,36;
"4646142,""Unwind in a Bright, Airy Space with Rustic Accents"",13286229,Dale,Ward 115,-33.91048,18.40937,Entire home/apt,848,1,756,2024-06-27,6.52,16,228,71";
"4860778,""SeaBreeze - Queen bed, sleeps 2 with en- suite"",14262121,Lorrein,Ward 23,-33.80418,18.46688,Private room,820,2,24,2024-03-03,0.21,4,340,1";
4659506,Bluebottle Guesthouse,24112336,Andrew,Ward 64,-34.1019,18.46703,Hotel room,2,7,2018-02-08,0.08,9,1,0;
4660086,Cape Concierge - Clifton Sommerhus,24108747,Cape Concierge,Ward 54,-33.93581,18.37781,Entire home/apt,11500,3,10,2024-03-18,0.09,13,242,5;
4660135,Nature Reserve Villa in Big Bay (Solar + Battery),8399592,Ryan,Ward 23,-33.77874120674662,18.452747381908598,Entire home/apt,5700,5,2,2023-01-20,0.11,3,362,0;
4671155,Sun Lion Villa,9428254,Anthony,Ward 54,-33.96217,18.38232,Entire home/apt,4656,2,33,2024-02-18,0.30,1,321,7;
"4861344,""Vanilla Pod - Queen bed with en-suite, sleeps 2"",14262121,Lorrein,Ward 23,-33.80418,18.46688,Private room,790,2,28,2024-04-05,0.25,4,337,4";
"4871993,""Mountain Garden View - 9 Windsor House, Tokai"",25062258,Tracey,Ward 71,-34.05841,18.44433,Private room,1600,1,14,2018-10-15,0.12,3,264,0";
4680689,Bokkemanskloof Eco Estate Hout Bay,24205799,Kathryn,Ward 74,-34.01777,18.38608,Entire home/apt,3500,10,5,2024-01-06,0.05,1,16,1;
4875598,Beach Boulevard self catering garden flat on beach,25056737,Nicolas,Ward 23,-33.81224,18.47043,Entire home/apt,1070,5,19,2024-03-12,0.16,1,183,4;
4684515,Navona Constantia Guest Cottage,24222687,Elle,Ward 73,-34.02473831176758,18.452680587768555,Entire home/apt,980,2,6,2023-02-07,0.05,1,351,0;
"4690842,""Luxary Designer Penthouse, WLAN, no load shedding"",24252233,Martina,Ward 115,-33.9205,18.42172,Entire home/apt,2140,4,11,2023-02-26,0.11,1,278,0";
4690874,Rondebosch upper. Self-catering unit 2' from UCT,24252423,Hugh,Ward 59,-33.95847,18.46474,Entire home/apt,800,2,47,2024-02-06,0.41,2,285,2;
4875883,Central 2 bed Cape Town Penthouse No Loadshedding,9166771,Joel,Ward 115,-33.92481,18.42208,Entire home/apt,2014,4,2,2023-01-12,0.10,2,148,0;
4877009,Designer home in Newlands Cape Town,25089334,Nicola,Ward 62,-33.98482,18.44291,Entire home/apt,6500,3,27,2024-01-12,0.24,2,302,4;
4882510,Belmont Cottage - Kalk Bay,3040166,Justine,Ward 64,-34.12639,18.44864,Entire home/apt,2223,1,111,2024-06-17,0.98,1,199,12;
4692765,Endless Views/NO LOAD-SHED/Fast WiFi WFH,4696156,Rudolph,Ward 115,-33.912,18.41022,Entire home/apt,1410,14,81,2024-02-08,0.70,4,180,7;
"4696015,""Green Room,  Safe, Own Entrance, En-suite Bathroom"",24278070,Caroline,Ward 58,-33.98709,18.47066,Private room,290,3,77,2024-01-21,0.67,3,116,7";
"4703470,""CAMPS BAY: Spacious, close to the beach!"",22926368,Kim,Ward 54,-33.95008,18.38087,Entire home/apt,1112,3,109,2024-06-13,0.95,5,302,16";
4884289,Standard Mountain view room-,25126910,Finchleyguesthouse,Ward 54,-33.96084,18.3801,Private room,1,0,3,0,0;
4704379,Trendy Apartment in Sea Point (24/7 wifi),24318011,Les,Ward 54,-33.92622,18.38657,Entire home/apt,1050,7,11,2024-06-24,0.11,1,248,4;
4887141,Holiday Apartment on the beach,23918145,Greg,Ward 83,-34.11254,18.82233,Entire home/apt,830,2,24,2024-05-31,0.23,1,227,5;
4888362,Mountain gem in the heart of the city,24817710,Colleen,Ward 77,-33.94286,18.42443,Entire home/apt,549,2,140,2024-06-13,1.26,3,2,20;
4706399,Under The Table; Oranjezicht Beauty,8846897,Janet,Ward 77,-33.93666,18.40089,Entire home/apt,971,3,34,2024-04-20,0.30,1,178,1,
4890833,Die Kelkie - Appartment,25164073,Marco,Ward 61,-34.14021,18.35791,Entire home/apt,1500,1,65,2024-04-02,0.58,3,0,14;
4900705,Constantia Klein 4 Bedroom Villa on the Vineyards,25225644,Vanessa,Ward 71,-34.03848,18.41817,Entire home/apt,6000,2,127,2024-05-26,1.11,4,212,12;
4710916,Deluxe one bedroom apartment with incredible views,8355528,Andre,Ward 61,-34.19501,18.42909,Private room,1320,1,2,2021-07-07,0.03,4,114,0;
4710964,Central family home,24347137,Jacqueline,Ward 77,-33.93834,18.41662,Entire home/apt,3700,12,6,2023-01-09,0.05,1,316,0;
4905906,Bottle Blue Guest Apartment,25257114,Willemien,Ward 21,-33.86942,18.64369,Entire home/apt,1,1,2014-12-30,0.01,1,0,0;
4711190,Cape Town City Loft Apartment,24348239,Luanne,Ward 115,-33.9311,18.41751,Entire home/apt,704,3,96,2024-05-31,0.93,1,271,12;
4933142,Central apartment in Cape Town - No loadshedding,16941423,Mia & Henroux,Ward 115,-33.91761,18.42187,Entire home/apt,850,2,89,2024-03-20,0.78,2,282,4;
"4715979,""Superb,Beachfront,secure, stylish, cosy 2 bed"",14593820,Gio,Ward 54,-33.90933,18.39199,Entire home/apt,2181,3,13,2024-01-02,0.11,11,365,1";
4937865,Lovely 2 Bedroom with secure parking,3007236,Dan,Ward 77,-33.92817,18.40512,Entire home/apt,1657,7,7,2024-03-18,0.32,1,268,2;
4716173,Coral Tree Self-catering,23295926,Melanie,Ward 100,-34.14537,18.90943,Private room,1700,2,1,2017-03-12,0.01,4,86,0;
4716184,Cape Town City/Island stay,23295926,Melanie,Ward 55,-33.885101318359375,18.487150192260742,Entire home/apt,1800,14,16,2024-04-02,0.14,4,54,4;
4720896,Green Room,14439315,Fabrizio,Ward 115,-33.92347,18.41551,Private room,561,5,97,2024-04-28,0.84,3,271,4;
"4938714,""Large sunny room, own bathroom"",25229648,Nancy,Ward 57,-33.95186,18.47912,Private room,380,2,58,2022-08-13,0.51,1,339,0";
4722017,Cape Town Central Apartment,24391617,Nicholas,Ward 77,-33.94068,18.42345,Entire home/apt,365,1,2016-01-10,0.01,1,364,0;
4939085,Private Studio - Cape Town - Fantastic location,25449802,Guy,Ward 77,-33.94033,18.40975,Entire home/apt,450,3,200,2023-05-28,1.74,4,65,0;
4725948,Stunning Simonstown villa,24407460,Michael,Ward 61,-34.19446,18.44199,Entire home/apt,2000,3,42,2024-05-22,0.36,1,354,7;
4940234,Steyning Villa Guest Suite,25459166,Lee,Ward 115,-33.93026,18.44636,Entire home/apt,784,1,36,2024-06-11,0.33,1,138,7;
4726427,Portico 801 - Beachfront Apartment,24409434,Emile,Ward 107,-33.82353,18.4776,Entire home/apt,2,18,2019-02-18,0.16,1,345,0;
4727703,Charming and Dapper hillside home FISH HOEK,18928874,Gila,Ward 64,-34.13147,18.41222,Entire home/apt,800,30,4,2018-01-16,0.03,1,87,0;
"4943507,""Bakoven, Luxury Villa, 4 - 5 people"",25480407,George,Ward 54,-33.96551,18.37843,Entire home/apt,10,0,2,0,0";
4730621,Private Room and Bathroom  in Luxury Villa,8399592,Ryan,Ward 23,-33.78054053972776,18.45440134762644,Private room,850,2,6,2024-02-22,0.05,3,364,1;
4944527,Home Sweet work from Home in heart of CT,3216182,Marli,Ward 115,-33.93288,18.41937,Entire home/apt,1500,7,16,2024-01-31,0.14,4,278,6;
"4730715,""3/4 bed in light,spacious room in shared apartment"",16314383,Viv,Ward 64,-34.10424,18.47256,Private room,330,4,46,2024-06-04,0.40,4,317,5";
4947360,Carrington Cottage,25498643,Vicky,Ward 59,-33.98539,18.45399,Entire home/apt,800,3,95,2024-06-09,0.84,1,337,6;
4948346,Lion’s Head cottage with  breathtaking views,22687466,Margaret,Ward 77,-33.9315,18.40128,Entire home/apt,1500,3,145,2023-04-23,1.27,1,13,0;
"4732225,""Guest House, our 'ROYAL ROOM'"",24062212,Zen,Ward 53,-33.92699,18.50957,Private room,1,25,2021-12-31,0.24,5,0,0";
4735035,Water's edge living,24446368,Dorothee,Ward 64,-34.09035,18.47732,Private room,500,2,20,2022-12-31,0.17,1,365,0;
4951475,Man and Tree Studio#1 Qz bed+1/2 kids(12)+baby bed,11675150,Stephane,Ward 115,-33.91764,18.41827,Private room,761,1,2,2018-03-15,0.02,5,280,0;
"4735382,""Guest House, our 'CLASSIC ROOM'"",24062212,Zen,Ward 53,-33.92701,18.50991,Private room,1,7,2023-03-25,0.07,5,0,0";
"4735696,""Guest House, our 'COTTAGE ROOM'"",24062212,Zen,Ward 53,-33.92685,18.50886,Private room,1,4,2019-12-08,0.03,5,0,0";
4953234,1 Bedroom Apartment in Newlands,25532341,Robbert,Ward 59,-33.97235,18.45358,Entire home/apt,30,0,1,0,0;
4740365,Blackwood Log Cabin,24471679,Colette,Ward 74,-34.01653,18.38734,Entire home/apt,1434,2,321,2024-06-17,3.03,2,255,56;
4953673,Eclectic Beach House Close to the Best Kite Surfing Strip,25532983,Douw & Petro,Ward 23,-33.79732,18.46032,Entire home/apt,7716,5,28,2023-03-05,0.28,4,120,0;
"4954662,""Guest House, our 'VILLAGE TWIN ROOM'"",24062212,Zen,Ward 53,-33.92836,18.50871,Private room,1,14,2024-03-07,0.12,5,0,2";
4970322,Magical Sunsets,25121060,Lizane,Ward 54,-33.91021,18.39336,Entire home/apt,2500,3,5,2023-11-20,0.07,4,364,1;
"5147999,""Bay Vista Garden Flat, in Glencairn, Simon's Town"",26616583,Rob,Ward 61,-34.15298,18.42864,Entire home/apt,635,4,59,2024-03-30,0.52,1,332,3";
4974171,OnTable Mountain. \nKhokaMoya Houtkapperspoort,25640819,Alex,Ward 74,-34.01139,18.40215,Entire home/apt,2500,3,13,2023-11-09,0.12,3,335,1;
