id,name,host_id,host_name,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm;
27477646,Room 3 with Shared bathroom,38995439,Luke,Ward 115,-33.93006,18.45257,Private room,569,1,4,2023-05-02,0.13,9,208,0;
27753869,Constantia Vista: The Penthouse Apartment,46263345,Ian,Ward 62,-34.02373,18.41615,Entire home/apt,1256,1,16,2024-01-16,0.24,6,187,3;
27754736,Constantia Vista: The Pool Apartment,46263345,Ian,Ward 62,-34.02555,18.41434,Entire home/apt,1256,1,23,2024-01-29,0.56,6,261,4;
27755023,Constantia Vista: The Vista Apartment,46263345,Ian,Ward 62,-34.02556,18.41462,Entire home/apt,1256,1,3,2024-03-30,0.11,6,243,1;
27499320,Solar Powered Cape Town Villa with fantastic views,24545638,Marcel And Shadiya,Ward 64,-34.14004,18.42393,Entire home/apt,2919,5,85,2024-05-08,1.24,2,186,9;
27755110,Lake Shack,23738661,Sharon,Ward 69,-34.1192,18.38046,Entire home/apt,3900,2,21,2024-04-26,0.31,1,167,9;
"27770596,""Spacious, Stunning Studio with Breathtaking Views"",27228494,Annale,Ward 74,-34.01568,18.34973,Entire home/apt,700,2,61,2024-03-29,0.86,1,89,14";
27499700,West Beach Private Lock Up & Go.,72322611,Ashleigh,Ward 23,-33.80918,18.48453,Entire home/apt,521,5,129,2023-05-05,1.81,1,258,0;
27771162,Relaxed Self Catering Garden Apartment,209218737,Mark,Ward 23,-33.81732,18.4804,Entire home/apt,30,79,2020-03-24,1.11,2,0,0;
27500712,Marina Oasis near Beach and Mountains,228328361,Simon,Ward 64,-34.08391,18.47703,Entire home/apt,850,1,250,2024-06-23,3.70,2,281,54;
"27771595,""Mr Bain's House, Lake Michelle"",52062008,Brendon,Ward 69,-34.11488,18.37873,Entire home/apt,4,2,2021-01-03,0.03,1,0,0";
27504084,Gloucester Holiday House,189904360,Faldiela,Ward 57,-33.94667,18.47879,Entire home/apt,1,1,2021-01-02,0.02,1,0,0;
27772098,Beautiful Newly renovated 4 bedroom home.,112721960,Karen,Ward 59,-33.99133,18.46397,Entire home/apt,7,1,2019-01-02,0.01,1,0,0;
27516430,The Rondebosch,37310193,Jani,Ward 59,-33.96182,18.4711,Entire home/apt,1300,2,173,2024-04-28,2.42,10,335,10;
27772984,Relax & admire the views over the breaking waves,32186298,Red Cherry,Ward 54,-33.95893,18.37731,Entire home/apt,8200,3,1,2020-02-23,0.02,12,249,0;
27518431,Spacious beach apartment unaffected by loadsheddin,207521202,Lex,Ward 61,-34.13833,18.33122,Entire home/apt,1000,1,18,2024-04-28,0.98,2,326,7;
27520132,Easy Greenmarket Square Apartment,8114263,Rudolph,Ward 115,-33.92203,18.41892,Entire home/apt,585,2,37,2024-03-23,0.52,2,138,5;
27773340,Mermaid Rock Cottage,34304445,Elspeth,Ward 61,-34.19285,18.43515,Entire home/apt,1400,3,29,2024-05-21,0.73,1,204,14;
"27532978,""Spacious, modern, double storey cottage"",207684792,Samantha,Ward 73,-34.0273,18.44808,Entire home/apt,1200,1,28,2023-12-13,0.41,1,331,1";
27782458,Bread and Barrel Bellville Guesthouse,209779384,Jaco,Ward 2,-33.89865,18.61074,Private room,1,0,1,0,0;
27537109,Adam's Place 4 Friends Apartments Mountain View,4397998,Adam,Ward 107,-33.81912,18.48882,Entire home/apt,778,4,27,2024-04-12,0.41,17,235,4;
27537112,Adam's Place 4 Friends Apartments  Sunrise,4397998,Adam,Ward 107,-33.8175,18.48739,Entire home/apt,1265,4,22,2024-03-21,0.35,17,233,2;
27537115,Adam's Place 4 Friends Apartments Sunset,4397998,Adam,Ward 107,-33.81759,18.48936,Entire home/apt,876,4,35,2024-04-10,0.54,17,184,3;
27790941,Cosy Beach Apartment,209854811,Patricia,Ward 64,-34.13483,18.43544,Entire home/apt,700,3,59,2024-06-26,0.88,1,232,15;
27537123,Adam's Place 4 Friends Apartments Sky View,4397998,Adam,Ward 107,-33.81765,18.4878,Entire home/apt,778,4,25,2024-04-06,0.39,17,240,8;
27539495,Luxurious Villa over 3 Levels with Lift (Geneva Ho,57218252,Nox,Ward 54,-33.94955,18.38894,Entire home/apt,16500,3,10,2024-01-12,0.16,134,284,7;
"27793132,""Casa del Sur - Atlantic View Penthouse, Level 3"",209865574,Mark,Ward 54,-33.94236,18.37895,Entire home/apt,5529,5,136,2024-05-28,1.99,2,17,28";
27546837,Beautiful Ocean View Apartment,81883234,Jabulani,Ward 109,-34.09433,18.8176,Entire home/apt,1422,2,9,2024-03-31,0.14,2,361,4;
27793370,Pool Room,69600977,Ardi,Ward 54,-33.96269,18.38427,Private room,2880,1,2,2023-11-29,0.23,4,224,2;
27562592,Walmer Estate 3 bedroom Bouganvillea cottage,2346675,Ayesha,Ward 57,-33.93814,18.44569,Entire home/apt,3700,3,1,2021-05-30,0.03,10,323,0;
27793372,Sea Star Rock Suite,69600977,Ardi,Ward 54,-33.9628,18.38372,Private room,1,0,4,290,0;
27793373,Private Pool Suite,69600977,Ardi,Ward 54,-33.96303,18.38442,Hotel room,1,0,4,261,0;
27793374,Penthouse,69600977,Ardi,Ward 54,-33.9612,18.38355,Private room,14480,1,0,4,266,0;
27794705,Stylish and secure with sunset views!,114138451,Candice,Ward 57,-33.93964,18.4676,Entire home/apt,20,7,2020-02-29,0.11,1,0,0;
27563572,Central Family Home,116552358,Maudé,Ward 21,-33.8768,18.6393,Entire home/apt,2450,7,11,2024-01-06,0.16,1,358,1;
27794955,Family Affair,149046209,Jill,Ward 23,-33.79182,18.4632,Entire home/apt,7,1,2022-01-03,0.03,1,0,0;
27565123,InnsCape on Castle,57978784,Ewald,Ward 115,-33.92233,18.41997,Private room,1,1,2018-11-19,0.01,1,0,0;
27797134,Antibes Studio Camps Bay,198617821,Madeline,Ward 54,-33.95072,18.38463,Entire home/apt,590,2,107,2024-05-20,1.52,2,258,12;
28069162,Exquisite Summer Home - Entertainers Dream (SOLAR),16274849,Cara,Ward 54,-33.92257,18.39162,Entire home/apt,10000,18,0,1,57,0;
27797596,Luxury Penthouse with Exceptional Views,47621286,Anton,Ward 115,-33.9314,18.4175,Entire home/apt,3778,2,149,2024-06-02,2.13,1,341,32;
28075470,Outstanding  V&A Marina Waterfront Marina villa,42303542,Nancy Elizabeth,Ward 115,-33.90954,18.41843,Entire home/apt,13714,3,10,2024-05-01,0.16,3,163,5;
28091188,Tranquil & friendly 3. No load-shedding,22974052,Caroline & Steve,Ward 57,-33.93272,18.4651,Private room,245,14,8,2024-04-19,0.12,7,225,3;
"27806729,""Iconic Elegance, Pool, 30 second Walk to the Beach"",25122328,Esta-Marita,Ward 54,-33.950821,18.379436,Entire home/apt,6362,3,62,2024-05-15,0.91,20,268,11";
"27819817,""Noise free, V and A waterfront on doorstep, views!"",259343503,Primrose,Ward 115,-33.91807,18.42271,Entire home/apt,2,33,2021-10-02,0.47,14,0,0";
28092389,Multi-Level Family Villa w/Private Pool + Views (L,57218252,Nox,Ward 54,-33.96387,18.37458,Entire home/apt,10450,4,1,2024-03-10,0.27,134,203,1;
"27820700,""V and A waterfront canals,ICC close,entertainment!"",259343503,Primrose,Ward 115,-33.91403,18.42444,Entire home/apt,631,2,71,2020-09-02,1.01,14,0,0";
28092890,Central Hotel Guest House,212209221,Tinashe,Ward 61,-34.19441,18.43073,Private room,1,6,2024-01-09,0.18,1,365,1;
27821102,Victorian Karoo Cottage in Cape Town,210088384,Susan,Ward 58,-33.96616,18.47915,Entire home/apt,2500,4,23,2024-04-15,0.33,1,184,7;
28096735,Easy walk to beach & town. Great sea views!,137095555,Irene,Ward 61,-34.19657,18.44482,Entire home/apt,1643,2,44,2024-01-16,0.65,1,358,8;
27821104,Magical Garden Apartment in Gardens,9324967,Daniel,Ward 77,-33.93694,18.41827,Entire home/apt,7,3,2019-01-05,0.04,1,0,0;
28103312,Dolphin Blue Beach Apartment,123163962,Debbie,Ward 107,-33.83349,18.48275,Entire home/apt,1950,4,22,2022-12-27,0.32,1,178,0;
27826893,185 on Beach Seaside Penthouse,50465422,Jeanette,Ward 100,-34.16691,18.8579,Hotel room,2840,1,30,2024-04-23,0.44,6,215,2;
27826895,185 on Beach Seaside Studio,50465422,Jeanette,Ward 100,-34.16633,18.85737,Hotel room,1562,1,21,2024-04-21,0.35,6,195,8;
28124159,Charming Townhouse in De Waterkant,211069061,James,Ward 115,-33.91553,18.41551,Entire home/apt,2,97,2024-05-01,1.41,1,0,17;
"28131403,""Sunset Links Golf Estate, Apartment#2 on 10th hole"",33128821,Janine,Ward 4,-33.86245,18.49142,Entire home/apt,800,3,91,2024-04-29,1.35,2,327,22";
27826896,185 on Beach Luxury Suite with sea view  &spa bath,50465422,Jeanette,Ward 100,-34.16706,18.85683,Private room,1704,1,7,2024-04-28,0.14,6,229,5;
27826899,185 on Beach Starlight Premier Suite,50465422,Jeanette,Ward 100,-34.166569,18.857086,Hotel room,1988,1,41,2024-06-02,0.64,6,218,19;
27840873,Coniston Cottage,200597677,Perry-Anne,Ward 71,-34.03649,18.43038,Entire home/apt,1829,4,28,2024-06-20,0.44,1,181,11;
28135104,Beach living with sea and mountain views,464825044,Gerda,Ward 74,-34.0459,18.35902,Entire home/apt,1500,4,39,2024-04-27,0.56,1,50,6;
"28138114,""Luxury,  self contained,  cosy studio space in the heart  of Newlands Village."",40113754,Melissa,Ward 59,-33.97542,18.45763,Entire home/apt,1250,1,109,2024-06-11,1.54,3,341,17";
27843599,Beginnings—New Townhouse in Welcoming Heart of Newlands,100171921,Yvonne,Ward 59,-33.97789,18.46165,Entire home/apt,6000,3,8,2024-01-07,0.12,1,91,2;
28145174,Westward HO Apartment 13 Cape Town,46787922,Wilna,Ward 55,-33.89076,18.4873,Entire home/apt,1693,2,7,2024-04-21,0.38,1,239,4;
"28146328,""Harbour View Cottage with Enclosed Porch, Kalk Bay"",3007248,Florian,Ward 64,-34.12596,18.4489,Entire home/apt,2500,2,97,2024-06-02,1.38,20,119,15";
27844577,Ashley on Beach 409,124107106,Ashley,Ward 85,-34.12016588481029,18.832242031178005,Entire home/apt,1400,1,58,2024-06-23,0.84,5,291,20;
28147556,Bougain Villa Apartment,212262372,Nontanda,Ward 55,-33.88777,18.52039,Entire home/apt,1023,7,23,2024-02-19,0.70,2,347,9;
27845279,Large family house with beautiful mountain views,110777641,Stella,Ward 58,-33.96888,18.48206,Entire home/apt,4300,10,5,2024-01-04,0.07,1,167,1;
28149549,Double Bedroom in old character Woodstock Cottage,212620345,Cath,Ward 57,-33.93516,18.45223,Private room,3,0,1,0,0;
27847510,beautiful garden apartment near Chapman's Peak,6667897,Manuela,Ward 74,-34.03232,18.35153,Entire home/apt,1848,5,2,2024-01-06,0.03,1,245,1;
"28155378,""Breathtaking Ocean Views With Private Pool, Deck and Garden"",6640615,Michael,Ward 54,-33.9191,18.39219,Entire home/apt,1329,2,191,2024-06-15,2.75,2,84,36";
28155493,Casa del Sur - Atlantic View - Level 2,209865574,Mark,Ward 54,-33.94236,18.37895,Entire home/apt,6800,5,85,2024-04-04,1.27,2,31,18;
27849354,Compact & convenient with a view & secure parking!,50417311,Fabio,Ward 115,-33.92678,18.41419,Entire home/apt,780,5,35,2024-03-02,0.54,1,213,5;
28169907,Hillside Minimalist Architecture Villa with Pool,120485340,Stephanie,Ward 54,-33.95066,18.38585,Entire home/apt,6429,4,31,2024-03-31,0.44,4,59,6;
"28172022,""Dark Chocolate Guest House, Durbanville, Cape Town"",212784730,Karen,Ward 21,-33.85243,18.64468,Private room,950,1,5,2020-10-02,0.08,1,364,0";
28176389,Hout Bay holiday home,12687350,Bianca,Ward 74,-34.04153,18.36256,Entire home/apt,4000,7,6,2021-01-03,0.09,2,294,0;
27861264,Blouberg Guest Suite,134259008,Annelize,Ward 23,-33.79735,18.46096,Private room,550,2,41,2024-05-19,0.58,1,148,16;
28179062,Little room on the farm,212830896,Maliek,Ward 43,-34.0121,18.5446,Private room,1,0,1,0,0;
27864919,Cape dutch home.,143858613,Dewald,Ward 83,-34.11271,18.82839,Entire home/apt,5,1,2018-12-29,0.01,1,0,0;
28189883,Minimalist Seaside Apartment with BBQ Patio,26672301,Charmaine,Ward 23,-33.78936,18.45977,Entire home/apt,921,3,107,2024-06-17,1.53,19,160,18;
28193112,Safe & Central Cape Town City Apartment,156363189,Magdalena,Ward 115,-33.92411,18.41554,Entire home/apt,817,1,8,2024-05-19,0.12,1,118,7;
27868278,The Spindrift,210339616,Chris,Ward 74,-34.00714,18.34378,Entire home/apt,2950,4,15,2024-03-30,0.22,3,25,5;
"28199441,""Luxury room with wi-fi, parking. Cat allowed"",134594,Abe (S.A.),Ward 2,-33.89069,18.5901,Private room,1603,1,1,2018-10-23,0.01,7,270,0";
27889325,Spectacular Table Mountain views large apartment,34891125,Anton & Evelien,Ward 77,-33.93084,18.40332,Entire home/apt,1100,3,44,2020-03-22,0.63,1,364,0;
"28203510,""Views, Location, Nature ... a well appointed home!"",104787849,Adrian,Ward 62,-33.9824,18.45088,Entire home/apt,5,5,2024-01-04,0.07,1,0,2";
28214425,Diamond off Kloof St 1 bed room. No load shedding,213106132,Sejal,Ward 115,-33.93272,18.40921,Entire home/apt,1557,1,5,2024-03-04,0.23,1,84,3;
27891196,MiSpace,6606984,Marlene,Ward 54,-33.92252,18.3834,Entire home/apt,150,0,1,0,0;
28217419,Tranquil Mountain View Bishopscourt,23336183,Kim,Ward 62,-33.99262,18.44693,Entire home/apt,12000,5,44,2024-01-22,0.64,3,49,2;
27915484,Villa Quartza,61441,Kevin,Ward 54,-33.92798,18.38419,Entire home/apt,40000,13,0,5,35,0;
28223182,Bright top floor Sea Point apartment,100925431,Darren,Ward 54,-33.91776,18.39092,Entire home/apt,30,3,2020-02-20,0.04,1,0,0;
27916407,Villa Dhalia,61441,Kevin,Ward 54,-33.93023,18.38148,Entire home/apt,45000,10,0,5,37,0;
27919539,Live in a Safe Peaceful Complex near the Beach (1),107575425,Samantha,Ward 64,-34.09689,18.4899,Private room,250,2,27,2024-04-10,0.38,12,352,1;
28229580,Bloubergstrand/Big Bay Guest Suite with ocean view,56051043,Jacobus,Ward 23,-33.80486,18.46974,Entire home/apt,850,6,30,2024-05-21,0.44,1,167,3;
"28234586,""Stunning Ocean Villa Rooftop Jacuzzi, Solar Backup"",3929808,Lavinia,Ward 54,-33.95388,18.38002,Entire home/apt,22043,4,23,2024-03-20,0.35,20,315,3";
27920634,Penthouse opposite the beach ~breathtaking sunsets,32186298,Red Cherry,Ward 54,-33.91505,18.3881,Entire home/apt,4,2,2019-03-07,0.03,12,0,0;
28234633,Luxury 3 bed home near Cape winelands,213262368,Libby,Ward 62,-33.99881,18.45653,Entire home/apt,1,0,1,0,0;
27922107,WHITTLERS LODGE - FAMILY SUITE- (2 Rooms),79216013,Sandra,Ward 74,-34.02531,18.3742,Entire home/apt,1200,1,0,5,179,0;
28235015,Brookshill,38445588,Charmaine,Ward 15,-34.06484,18.82433,Entire home/apt,10,2,2023-03-11,0.03,2,0,0;
27922108,WHITTLERS LODGE VALLEY SUITE  (2 Rooms),79216013,Sandra,Ward 74,-34.02485,18.37422,Entire home/apt,1200,1,1,2019-02-22,0.02,5,179,0;
27922109,Whittlers Lodge BLUE ROOM SUITE NO 3 (Single Room),79216013,Sandra,Ward 74,-34.02323,18.37325,Entire home/apt,800,1,0,5,179,0;
27922110,WHITTLERS LODGE SUNBIRD SUITE  (Large Single),79216013,Sandra,Ward 74,-34.02364,18.37234,Entire home/apt,900,1,0,5,179,0;
28241708,*The Square * City Centre Apartment*Parking & Pool,87234125,Perch Stays,Ward 115,-33.92925,18.42265,Entire home/apt,677,1,50,2024-03-22,0.72,29,329,6;
28247698,Moroccan Oasis Nestled on the City Bowl Hillside,31722828,Andrew,Ward 77,-33.92727,18.40594,Entire home/apt,2225,3,134,2024-05-14,1.94,11,52,23;
27922113,WHITTLERS LODGE-MOUNTAIN SUITE 2 bedrooms,79216013,Sandra,Ward 74,-34.02534,18.37302,Entire home/apt,1200,1,2,2019-04-18,0.03,5,179,0;
27924826,Theart house,210936740,Gerbrecht,Ward 113,-33.81681,18.50621,Entire home/apt,7,0,1,0,0;
28250360,Tamboerskloof Secret Garden Hide-away,117723647,Malie,Ward 77,-33.92664,18.40265,Entire home/apt,800,4,18,2024-01-10,0.25,2,67,3;
27927591,Owls View House,70454081,Fiona,Ward 64,-34.14014,18.41991,Entire home/apt,3000,3,7,2024-03-04,0.13,2,289,2;
28251062,Gorgeous Modern Woodstock Apartment (Cape Town),24954427,Audrey,Ward 57,-33.93106,18.45725,Entire home/apt,3,5,2019-01-14,0.07,1,0,0;
"27929581,""Seafront Large Pool Elegant Original, Backup Power"",25122328,Esta-Marita,Ward 54,-33.94776,18.37847,Entire home/apt,7857,3,75,2024-04-02,1.09,20,305,11";
28268998,Apartment in the heart of Cape Town,37209883,Leïla,Ward 77,-33.94024,18.41545,Private room,490,2,21,2024-05-11,0.32,1,70,1;
27941349,Clifton YOLO Spaces - Clifton Beachfront Executive,93599290,Yolinda,Ward 54,-33.9367981,18.37859917,Entire home/apt,3248,2,33,2024-04-21,0.47,12,354,9;
28270441,Villa Somerset - Erinvale Golf Estate,32200748,Amalia,Ward 84,-34.05722,18.87867,Entire home/apt,2214,4,11,2024-05-17,0.21,4,2,9;
28276812,Bishopscourt Family Luxury,204711363,Luke,Ward 62,-33.98622,18.44902,Entire home/apt,10214,6,3,2024-01-07,0.04,1,352,1;
27942843,Beautiful Hill Top Escape with Sweeping Ocean View,74084659,Ida,Ward 74,-34.03919,18.36291,Entire home/apt,4000,5,2,2024-02-06,0.03,1,363,1;
27945682,Sleek Designer Home with Mountain + Sea views,13729241,Martin & Katja,Ward 54,-33.96032,18.38128,Entire home/apt,3500,3,139,2024-04-15,1.97,20,338,31;
28294556,Fabulous family-friendly beach house,17174076,Susan,Ward 61,-34.19942,18.37957,Entire home/apt,2633,7,1,2019-02-15,0.02,1,26,0;
27949283,Life on the Square - No Loadshedding - WIFI & Park,129698623,Malcom,Ward 115,-33.92266,18.42068,Entire home/apt,848,2,81,2024-04-07,1.15,1,173,8;
27953900,Country Living,75947753,Wilnette,Ward 84,-34.12181,18.92484,Entire home/apt,1500,1,40,2023-11-05,0.59,1,162,4;
28295072,Perfect Getaway in Clifton!,212461012,James And Co,Ward 54,-33.93553,18.38008,Entire home/apt,751,5,99,2024-06-22,1.45,1,312,5;
27970277,Clifton YOLO Spaces - Clifton Sea View Courtyard,93599290,Yolinda,Ward 54,-33.93730164,18.37849998,Entire home/apt,4128,2,30,2024-05-01,0.43,12,355,8;
27972810,3 Bed Family Suite with Pool - Houghton View 13,27248163,Calvin,Ward 54,-33.95972,18.37635,Entire home/apt,3943,1,19,2024-04-07,0.70,6,288,12;
28298847,Sugar Beach,156730201,Johlene,Ward 100,-34.16117,18.8705,Entire home/apt,1500,2,4,2018-12-21,0.06,1,148,0;
27979361,Clifton YOLO Spaces - Clifton Sea View Apartment,93599290,Yolinda,Ward 54,-33.93730164,18.37849998,Entire home/apt,4192,2,33,2024-04-14,0.48,12,296,5;
27996009,Clifton YOLO Spaces - Clifton Sea View Penthouse,93599290,Yolinda,Ward 54,-33.93730164,18.37849998,Entire home/apt,4128,2,41,2024-04-14,0.63,12,308,6;
28300722,Beautiful Courtyard Apartment - OC5,40121822,PerfectStays,Ward 54,-33.91454,18.39661,Entire home/apt,1,228,2024-04-01,3.26,10,0,28;
"27996889,""Diplomats area, fast internet, balcony and cosy!"",45876453,Dorothea,Ward 115,-33.92866,18.41542,Entire home/apt,1000,2,71,2024-03-25,1.02,5,365,8";
28302910,Stylish apartment. Best location. Uncapped Wifi!,113962558,Marc,Ward 115,-33.92901,18.4152,Entire home/apt,3,37,2020-03-07,0.52,26,0,0;
28016498,31 Suikerbossie drive Perhenthian,211466643,Matilda,Ward 100,-34.16674,18.85882,Entire home/apt,2000,2,17,2024-03-03,0.40,1,310,1;
28303960,SURREY BED AND BREAKFAST,213740194,Fatimah,Ward 46,-33.97973,18.54312,Private room,30,0,1,0,0;
28020840,Rondebosch Oaks,211641983,Mervyn,Ward 59,-33.96649,18.47132,Entire home/apt,1000,3,24,2024-03-06,0.34,1,90,2;
"28023191,""Brodie Cottage, Zilvermyn Village"",75724544,June,Ward 69,-34.10658,18.39982,Entire home/apt,3444,2,6,2024-01-01,0.09,1,255,1";
28330923,Boutique Beachfront Apartment,50432231,Mary,Ward 64,-34.1089,18.46966,Entire home/apt,1495,2,28,2022-04-29,0.40,1,129,0;
28361440,Historic Home with Pool Oasis in Trendy Green Point,13286229,Dale,Ward 115,-33.90857,18.4098,Entire home/apt,2667,3,132,2024-05-12,2.08,16,56,35;
28023277,High Oaks Cottage - Groot Constantia,34804025,Sarah,Ward 62,-34.02633,18.42669,Entire home/apt,1117,2,71,2024-05-23,1.01,1,73,15;
28379898,Designer Home with Mountain View,4706626,Christo,Ward 77,-33.93536,18.42917,Private room,2179,2,26,2020-08-22,0.38,2,363,0;
28025013,Cosy townhouse with ocean views.,6166632,Yasmin,Ward 23,-33.785966361031065,18.455426065606673,Entire home/apt,1571,2,11,2024-06-28,3.67,1,246,11;
28395626,Plush -Exceptional internet speed- Centre- Balcony,45876453,Dorothea,Ward 115,-33.9275,18.41499,Entire home/apt,1000,2,76,2024-02-26,1.12,5,342,6;
28038998,Hillside Penthouse with Spectacular Table Mountain Views,49190523,Jaco,Ward 77,-33.92642,18.406,Entire home/apt,2192,2,211,2024-06-26,2.97,2,244,64;
28398085,Mount Pleasant,78620215,Brian,Ward 64,-34.14068,18.42534,Entire home/apt,500,3,161,2024-03-22,2.29,1,167,22;
28040859,Spacious Room at Fish Eagle's Nest - Kommetjie,201302648,Anke,Ward 69,-34.13675,18.35609,Private room,550,2,25,2024-04-15,0.36,2,179,10;
28403533,Cozy Town House in Strand,214435702,Idelette,Ward 83,-34.09927,18.83208,Entire home/apt,1500,5,1,2024-01-01,0.17,1,281,1;
28421113,Tranquil & Friendly 2. No load-shedding,22974052,Caroline & Steve,Ward 57,-33.93454,18.46618,Private room,305,14,15,2024-04-28,0.24,7,115,3;
28045198,Sea Sea Me,61036591,Michel,Ward 61,-34.19952,18.37752,Entire home/apt,1621,2,42,2024-04-20,0.60,2,278,13;
28421443,Lazy rest,87746061,Bukelwa,Ward 115,-33.92369,18.42319,Private room,18156,3,0,3,365,0;
28421452,Tranquil & Friendly 1. No load-shedding,22974052,Caroline & Steve,Ward 57,-33.93262,18.46426,Private room,305,14,15,2024-02-29,0.28,7,157,2;
28045279,Columbine Place,211845889,Debbie,Ward 112,-33.82515,18.64566,Entire home/apt,1,117,2024-06-23,1.65,1,73,14;
28422489,Tranquil & Friendly 4.,22974052,Caroline & Steve,Ward 57,-33.93265,18.46454,Private room,305,14,8,2024-06-20,0.12,7,256,2;
"28709770,""Hout Bay Sunset, modern design, fantastic view"",43074709,Miriam,Ward 74,-34.04485,18.36769,Entire home/apt,4962,5,21,2024-04-07,0.33,1,209,10";
28423531,River Mountain - family home in Bishopscourt,65717059,Brigitte,Ward 62,-33.988739013671875,18.440610885620117,Entire home/apt,16500,7,4,2024-01-03,0.07,1,25,1;
28423722,Zuri's Cottage Houtbay,13831403,Emiley,Ward 74,-34.04162334150142,18.36313410104982,Entire home/apt,4600,2,12,2024-04-06,1.56,4,298,12;
28717497,Kaleidoscope,2076419,Therese,Ward 54,-33.94102,18.37799,Entire home/apt,72000,5,0,12,358,0;
28717499,Cape Kloof,123002666,In Residence,Ward 77,-33.93888,18.39626,Entire home/apt,95000,4,0,18,331,0;
28753612,Haaziq Single Room Sharing Bathroom,59323714,Amina,Ward 77,-33.92946,18.43437,Private room,350,5,9,2024-05-20,0.22,7,363,5;
28424771,Tranquil & Friendly 5. No load-shedding,22974052,Caroline & Steve,Ward 57,-33.93394,18.46455,Private room,330,14,17,2024-04-23,0.32,7,105,7;
28759976,Simonstown studio with view,109074410,Lucy,Ward 61,-34.19428,18.44101,Entire home/apt,650,2,54,2024-03-08,0.81,1,291,15;
"28427851,""An Amazing home, Great Energy, Perfect Location"",8101934,Jules,Ward 115,-33.93393,18.4114,Private room,700,4,0,1,338,0";
28767277,Captivating Ocean and Forest Luxury Villa,215857985,Allen,Ward 54,-33.92255,18.39115,Entire home/apt,25000,14,0,2,180,0;
28428882,Bantry Bay sea views Beauty steps from beach,15813333,Elizabeth,Ward 54,-33.92604,18.38099,Entire home/apt,2800,3,0,2,270,0;
"28771507,""Studio 2 TabuHouse, Bloubergstrand"",20600678,Mika,Ward 23,-33.81671,18.47543,Entire home/apt,778,2,18,2024-02-05,0.27,17,296,1";
"28434664,""Luxurious Chic Studio, Load Shed Proof, Fast WiFi."",83226016,Suat And Maryvonne,Ward 70,-33.85937,18.64099,Entire home/apt,3,48,2024-06-26,0.70,1,277,7";
28774711,See the Sights in Style from Table Mountain Gem,217044322,Toni,Ward 77,-33.92761,18.40839,Entire home/apt,2,38,2020-12-16,0.56,1,0,0;
28435989,Cape Character Home,47821135,Jan,Ward 59,-33.98426,18.4562,Entire home/apt,5000,7,1,2021-01-08,0.02,1,80,0;
28775029,Modern apartment near Durbanville Winelands,217047488,Mandy,Ward 105,-33.82005,18.65665,Entire home/apt,850,3,25,2024-05-31,0.38,1,317,10;
28778465,Coastal Chic - Kommetjie Cape Town,217071267,Trish,Ward 69,-34.13785,18.35667,Entire home/apt,2600,2,4,2024-04-13,0.06,2,171,1;
28446782,Poolside paradise in Cape Town Southern Subs,3216182,Marli,Ward 59,-33.98944,18.4645,Entire home/apt,8250,7,18,2024-04-14,0.27,4,358,6;
28780949,Cozy and Comfortable Flatlet in Vanguard Estate,145097617,Wendy,Ward 44,-33.96723,18.54338,Entire home/apt,520,1,57,2020-03-15,0.82,1,36,0;
"28462508,""Comfortable guest suite, centrally located"",6648528,Jacqui,Ward 59,-33.98301,18.45526,Entire home/apt,804,2,32,2024-04-15,0.47,1,327,1";
28483936,10th Floor Cape Town Apartment with awesome view,161807506,Nelson,Ward 115,-33.92491,18.41981,Entire home/apt,1500,3,75,2024-05-01,1.07,3,65,18;
28781407,A charming Victorian at the foot of Table Mountain,6537160,Lauren,Ward 77,-33.94111,18.41721,Entire home/apt,3000,10,1,2024-02-05,0.21,1,286,1;
28791265,Guest suite in mountain home outside Cape Town,51586895,Erika,Ward 69,-34.13382,18.39318,Private room,650,1,21,2024-03-04,0.31,4,180,7;
28502544,Location! Stay and work near V&A Waterfront,70467927,Troye,Ward 115,-33.899841,18.407734,Entire home/apt,850,2,67,2024-05-10,0.96,2,118,12;
28792992,ANOUD MANOR,81076890,Ahmad,Ward 74,-34.02184,18.35691,Entire home/apt,10894,1,0,4,179,0;
28795524,Aloma Holiday Home,119400713,Emmy,Ward 3,-33.88338,18.65527,Entire home/apt,2179,3,36,2024-06-24,0.65,1,307,14;
28503358,Hout Bay Home with a View,215143486,Sue,Ward 74,-34.0385,18.36723,Private room,2,81,2024-03-01,1.15,1,0,4;
28505850,Campbell's Corner,215158493,Cheryl,Ward 53,-33.93976,18.49745,Entire home/apt,750,2,17,2024-02-19,0.25,1,2,2;
28516814,Blue Roof Bungalow Romantic with own cinema room,29674133,Peter And Isobel,Ward 64,-34.13504,18.41447,Entire home/apt,2,2,2019-03-04,0.03,2,0,0;
28797591,Self catering garden flat,60101434,Heidi,Ward 58,-33.97558,18.49181,Entire home/apt,2,45,2024-04-17,0.64,2,5,1;
28799134,Beautiful Townhouse with ocean views,45148565,Guiyani,Ward 54,-33.90993,18.39758,Entire home/apt,1064,3,23,2021-04-05,0.34,1,148,0;
28802339,Harbouredge :Leisure flat with terrace,217229381,Fred,Ward 115,-33.91452,18.42043,Entire home/apt,1190,7,28,2024-06-22,0.42,3,294,7;
